ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
183941,Lightning Charging Cable,3,14.95,04/23/19 18:10,"955 Lake St, San Francisco, CA 94016"
183942,27in 4K Gaming Monitor,1,389.99,04/19/19 21:34,"458 Willow St, San Francisco, CA 94016"
183944,34in Ultrawide Monitor,1,379.99,04/30/19 19:33,"693 Spruce St, Dallas, TX 75001"
183946,Lightning Charging Cable,1,14.95,04/16/19 15:48,"110 West St, Dallas, TX 75001"
183947,AAA Batteries (4-pack),4,2.99,04/28/19 22:23,"893 1st St, Boston, MA 02215"
183948,Bose SoundSport Headphones,1,99.99,04/26/19 04:34,"325 Hickory St, San Francisco, CA 94016"
183949,Lightning Charging Cable,1,14.95,04/25/19 17:57,"221 Maple St, Seattle, WA 98101"
183951,Lightning Charging Cable,1,14.95,04/29/19 11:32,"884 Spruce St, Boston, MA 02215"
183953,Apple Airpods Headphones,1,150,04/14/19 18:24,"611 Church St, Los Angeles, CA 90001"
183954,Bose SoundSport Headphones,1,99.99,04/13/19 05:15,"311 Park St, San Francisco, CA 94016"
183955,USB-C Charging Cable,1,11.95,04/18/19 09:57,"995 Forest St, Los Angeles, CA 90001"
183956,27in 4K Gaming Monitor,1,389.99,04/30/19 08:41,"767 9th St, San Francisco, CA 94016"
183958,AAA Batteries (4-pack),1,2.99,04/19/19 18:46,"770 Church St, New York City, NY 10001"
183960,Lightning Charging Cable,1,14.95,04/24/19 13:04,"128 2nd St, Los Angeles, CA 90001"
183961,27in FHD Monitor,1,149.99,04/10/19 11:13,"38 South St, San Francisco, CA 94016"
183962,AAA Batteries (4-pack),1,2.99,04/13/19 21:04,"980 8th St, Los Angeles, CA 90001"
183963,USB-C Charging Cable,1,11.95,04/25/19 01:52,"334 13th St, New York City, NY 10001"
183965,Wired Headphones,1,11.99,04/12/19 20:19,"770 South St, Atlanta, GA 30301"
183967,Lightning Charging Cable,1,14.95,04/28/19 18:30,"938 Highland St, San Francisco, CA 94016"
183968,AA Batteries (4-pack),1,3.84,04/26/19 17:06,"786 Jefferson St, Los Angeles, CA 90001"
183969,AA Batteries (4-pack),1,3.84,04/13/19 12:14,"977 Main St, Los Angeles, CA 90001"
183970,Lightning Charging Cable,1,14.95,04/28/19 19:32,"662 Cedar St, Boston, MA 02215"
183971,iPhone,1,700,04/14/19 11:43,"743 4th St, Austin, TX 73301"
183971,Vareebadd Phone,1,400,04/14/19 11:43,"743 4th St, Austin, TX 73301"
183975,AA Batteries (4-pack),1,3.84,04/27/19 21:07,"831 13th St, San Francisco, CA 94016"
183976,27in 4K Gaming Monitor,1,389.99,04/19/19 07:32,"395 Walnut St, San Francisco, CA 94016"
183977,Bose SoundSport Headphones,1,99.99,04/18/19 15:22,"395 Walnut St, Atlanta, GA 30301"
183978,Bose SoundSport Headphones,1,99.99,04/11/19 06:21,"927 6th St, San Francisco, CA 94016"
183979,20in Monitor,1,109.99,04/11/19 17:45,"849 Jefferson St, Los Angeles, CA 90001"
183980,Google Phone,1,600,04/27/19 14:01,"298 Wilson St, San Francisco, CA 94016"
183981,Macbook Pro Laptop,1,1700,04/29/19 14:18,"353 Adams St, Los Angeles, CA 90001"
183982,Wired Headphones,1,11.99,04/11/19 18:09,"120 Lake St, Los Angeles, CA 90001"
183984,20in Monitor,1,109.99,04/24/19 17:00,"18 1st St, San Francisco, CA 94016"
183985,iPhone,1,700,04/17/19 21:01,"534 Jackson St, Dallas, TX 75001"
183988,Lightning Charging Cable,1,14.95,04/28/19 09:57,"171 Meadow St, Austin, TX 73301"
183990,USB-C Charging Cable,1,11.95,04/29/19 23:15,"42 Adams St, San Francisco, CA 94016"
183991,AA Batteries (4-pack),2,3.84,04/27/19 16:44,"920 River St, San Francisco, CA 94016"
183992,Lightning Charging Cable,1,14.95,04/21/19 10:54,"91 North St, New York City, NY 10001"
183993,iPhone,1,700,04/11/19 14:46,"547 Highland St, San Francisco, CA 94016"
183995,20in Monitor,1,109.99,04/16/19 20:53,"694 Jackson St, Seattle, WA 98101"
183997,Wired Headphones,1,11.99,04/13/19 15:23,"536 Willow St, San Francisco, CA 94016"
183998,Bose SoundSport Headphones,1,99.99,04/19/19 09:34,"969 4th St, Seattle, WA 98101"
183999,Lightning Charging Cable,1,14.95,04/26/19 17:16,"330 Madison St, San Francisco, CA 94016"
184002,AA Batteries (4-pack),1,3.84,04/28/19 14:19,"31 Ridge St, Los Angeles, CA 90001"
184003,Lightning Charging Cable,1,14.95,04/26/19 10:45,"649 12th St, New York City, NY 10001"
184006,Bose SoundSport Headphones,1,99.99,04/18/19 02:57,"983 Sunset St, Atlanta, GA 30301"
184009,USB-C Charging Cable,1,11.95,04/14/19 21:25,"415 Church St, Atlanta, GA 30301"
184011,Bose SoundSport Headphones,1,99.99,04/12/19 19:33,"955 Chestnut St, Boston, MA 02215"
184012,Apple Airpods Headphones,1,150,04/11/19 09:07,"548 Highland St, San Francisco, CA 94016"
184014,34in Ultrawide Monitor,1,379.99,04/23/19 12:30,"259 14th St, Boston, MA 02215"
184015,Apple Airpods Headphones,1,150,04/21/19 17:46,"85 13th St, Atlanta, GA 30301"
184016,AA Batteries (4-pack),1,3.84,04/13/19 23:58,"690 2nd St, New York City, NY 10001"
184017,AA Batteries (4-pack),1,3.84,04/12/19 12:40,"900 Madison St, San Francisco, CA 94016"
184019,USB-C Charging Cable,1,11.95,04/18/19 22:50,"458 Sunset St, Portland, OR 97035"
184020,USB-C Charging Cable,1,11.95,04/18/19 13:01,"738 West St, Boston, MA 02215"
184021,Google Phone,1,600,04/29/19 15:37,"168 Elm St, Boston, MA 02215"
184021,USB-C Charging Cable,1,11.95,04/29/19 15:37,"168 Elm St, Boston, MA 02215"
184022,Google Phone,1,600,04/13/19 08:06,"437 Spruce St, Los Angeles, CA 90001"
184022,USB-C Charging Cable,2,11.95,04/13/19 08:06,"437 Spruce St, Los Angeles, CA 90001"
184023,Apple Airpods Headphones,1,150,04/17/19 06:11,"913 7th St, Portland, ME 04101"
184026,AA Batteries (4-pack),2,3.84,04/14/19 17:19,"799 Highland St, San Francisco, CA 94016"
184029,AA Batteries (4-pack),2,3.84,04/26/19 14:16,"334 10th St, Los Angeles, CA 90001"
184030,Apple Airpods Headphones,1,150,04/16/19 08:54,"687 Lake St, San Francisco, CA 94016"
184031,AAA Batteries (4-pack),2,2.99,04/15/19 17:16,"92 Highland St, New York City, NY 10001"
184032,Flatscreen TV,1,300,04/11/19 04:56,"241 Johnson St, Los Angeles, CA 90001"
184034,Flatscreen TV,1,300,04/24/19 22:00,"597 Willow St, Seattle, WA 98101"
184039,Flatscreen TV,1,300,04/20/19 09:58,"952 14th St, Seattle, WA 98101"
184041,Flatscreen TV,1,300,04/18/19 13:08,"607 Wilson St, New York City, NY 10001"
184042,AAA Batteries (4-pack),2,2.99,04/20/19 06:01,"514 Ridge St, Dallas, TX 75001"
184044,Lightning Charging Cable,1,14.95,04/20/19 13:55,"658 6th St, Boston, MA 02215"
184045,27in FHD Monitor,1,149.99,04/11/19 07:04,"1 7th St, Los Angeles, CA 90001"
184047,Wired Headphones,1,11.99,04/15/19 10:46,"574 12th St, Boston, MA 02215"
184049,USB-C Charging Cable,1,11.95,04/15/19 14:55,"520 Highland St, Los Angeles, CA 90001"
184050,Bose SoundSport Headphones,1,99.99,04/22/19 18:50,"60 11th St, San Francisco, CA 94016"
184051,20in Monitor,1,109.99,04/18/19 10:52,"982 South St, Boston, MA 02215"
184052,Lightning Charging Cable,1,14.95,04/26/19 14:02,"755 Church St, San Francisco, CA 94016"
184055,iPhone,1,700,04/30/19 20:08,"743 6th St, Los Angeles, CA 90001"
184055,Lightning Charging Cable,1,14.95,04/30/19 20:08,"743 6th St, Los Angeles, CA 90001"
184056,Apple Airpods Headphones,1,150,04/18/19 17:23,"544 Forest St, San Francisco, CA 94016"
184057,Apple Airpods Headphones,1,150,04/15/19 19:27,"447 14th St, Portland, OR 97035"
184058,Google Phone,1,600,04/13/19 17:19,"165 Walnut St, New York City, NY 10001"
184060,27in FHD Monitor,1,149.99,04/24/19 20:04,"211 Adams St, Seattle, WA 98101"
184061,AA Batteries (4-pack),1,3.84,04/27/19 12:10,"892 Chestnut St, New York City, NY 10001"
184062,Wired Headphones,1,11.99,04/19/19 14:35,"681 Meadow St, Dallas, TX 75001"
184063,AA Batteries (4-pack),2,3.84,04/23/19 09:04,"541 Chestnut St, Atlanta, GA 30301"
184065,34in Ultrawide Monitor,2,379.99,04/26/19 10:30,"859 14th St, Boston, MA 02215"
184066,Apple Airpods Headphones,1,150,04/12/19 17:07,"1 Johnson St, San Francisco, CA 94016"
184069,Wired Headphones,1,11.99,04/18/19 07:02,"844 Dogwood St, San Francisco, CA 94016"
184070,USB-C Charging Cable,1,11.95,04/16/19 22:40,"704 Jackson St, San Francisco, CA 94016"
184073,Apple Airpods Headphones,1,150,04/27/19 08:00,"925 South St, Austin, TX 73301"
184074,AAA Batteries (4-pack),1,2.99,04/12/19 10:47,"544 1st St, San Francisco, CA 94016"
184076,Lightning Charging Cable,1,14.95,04/17/19 18:22,"752 Chestnut St, Los Angeles, CA 90001"
184078,Apple Airpods Headphones,1,150,04/18/19 20:24,"950 4th St, San Francisco, CA 94016"
184079,Wired Headphones,1,11.99,04/19/19 16:51,"826 12th St, San Francisco, CA 94016"
184080,Wired Headphones,1,11.99,04/11/19 13:19,"509 Main St, Portland, OR 97035"
184081,AA Batteries (4-pack),1,3.84,04/15/19 11:07,"554 Highland St, Dallas, TX 75001"
184083,Wired Headphones,1,11.99,04/27/19 21:21,"575 Johnson St, Seattle, WA 98101"
184085,AA Batteries (4-pack),1,3.84,04/11/19 14:13,"505 Spruce St, Dallas, TX 75001"
184086,Apple Airpods Headphones,1,150,04/23/19 20:24,"318 Maple St, Austin, TX 73301"
184087,Flatscreen TV,1,300,04/14/19 21:59,"613 Dogwood St, Portland, OR 97035"
184088,Vareebadd Phone,1,400,04/30/19 13:10,"191 10th St, Boston, MA 02215"
184089,Bose SoundSport Headphones,1,99.99,04/18/19 13:57,"317 1st St, San Francisco, CA 94016"
184090,Lightning Charging Cable,1,14.95,04/17/19 17:51,"90 2nd St, New York City, NY 10001"
184092,Apple Airpods Headphones,1,150,04/14/19 12:42,"682 4th St, San Francisco, CA 94016"
184093,20in Monitor,1,109.99,04/24/19 23:58,"150 6th St, New York City, NY 10001"
184094,Flatscreen TV,1,300,04/18/19 17:01,"596 Pine St, Portland, OR 97035"
184095,AA Batteries (4-pack),1,3.84,04/18/19 21:38,"881 12th St, Los Angeles, CA 90001"
184096,USB-C Charging Cable,1,11.95,04/19/19 23:40,"55 Highland St, San Francisco, CA 94016"
184097,Google Phone,1,600,04/12/19 13:00,"485 Highland St, Portland, OR 97035"
184097,Wired Headphones,1,11.99,04/12/19 13:00,"485 Highland St, Portland, OR 97035"
184098,AA Batteries (4-pack),1,3.84,04/21/19 03:50,"896 River St, Los Angeles, CA 90001"
184099,Wired Headphones,1,11.99,04/27/19 13:52,"615 14th St, Los Angeles, CA 90001"
184100,Macbook Pro Laptop,1,1700,04/10/19 21:56,"543 9th St, New York City, NY 10001"
184101,AAA Batteries (4-pack),3,2.99,04/28/19 15:18,"975 Church St, San Francisco, CA 94016"
184105,USB-C Charging Cable,2,11.95,04/23/19 19:17,"755 Dogwood St, Atlanta, GA 30301"
184106,iPhone,1,700,04/11/19 09:15,"255 Washington St, Seattle, WA 98101"
184107,AA Batteries (4-pack),1,3.84,04/15/19 10:40,"118 12th St, Los Angeles, CA 90001"
184110,Lightning Charging Cable,1,14.95,04/28/19 20:47,"231 2nd St, San Francisco, CA 94016"
184112,USB-C Charging Cable,1,11.95,04/10/19 13:47,"943 Center St, San Francisco, CA 94016"
184113,27in FHD Monitor,1,149.99,04/10/19 16:18,"826 Walnut St, San Francisco, CA 94016"
184114,Lightning Charging Cable,1,14.95,04/27/19 23:36,"379 Lakeview St, San Francisco, CA 94016"
184115,USB-C Charging Cable,1,11.95,04/12/19 14:19,"876 6th St, San Francisco, CA 94016"
184117,USB-C Charging Cable,1,11.95,04/17/19 15:04,"591 5th St, Los Angeles, CA 90001"
184118,Lightning Charging Cable,1,14.95,04/27/19 11:12,"266 Main St, Seattle, WA 98101"
184119,Lightning Charging Cable,1,14.95,04/24/19 18:25,"4 7th St, Boston, MA 02215"
184120,AAA Batteries (4-pack),1,2.99,04/17/19 07:40,"513 West St, Seattle, WA 98101"
184122,AA Batteries (4-pack),1,3.84,04/26/19 20:58,"637 7th St, Los Angeles, CA 90001"
184126,Flatscreen TV,1,300,04/14/19 21:16,"2 Elm St, New York City, NY 10001"
184127,iPhone,1,700,04/11/19 08:18,"612 Lakeview St, Seattle, WA 98101"
184128,27in 4K Gaming Monitor,1,389.99,04/21/19 20:27,"919 Pine St, Boston, MA 02215"
184129,AAA Batteries (4-pack),1,2.99,04/10/19 22:57,"473 Adams St, San Francisco, CA 94016"
184131,27in 4K Gaming Monitor,1,389.99,04/13/19 16:09,"543 Main St, Seattle, WA 98101"
184133,USB-C Charging Cable,1,11.95,04/17/19 11:49,"988 Washington St, Los Angeles, CA 90001"
184136,Lightning Charging Cable,1,14.95,04/17/19 17:52,"450 Hill St, Dallas, TX 75001"
184137,Macbook Pro Laptop,1,1700,04/23/19 15:43,"689 Center St, New York City, NY 10001"
184138,27in FHD Monitor,1,149.99,04/27/19 20:17,"670 Meadow St, San Francisco, CA 94016"
184141,iPhone,1,700,04/11/19 07:03,"818 Wilson St, Boston, MA 02215"
184142,AAA Batteries (4-pack),1,2.99,04/15/19 18:23,"239 Pine St, Boston, MA 02215"
184144,Wired Headphones,1,11.99,04/26/19 15:27,"186 Johnson St, Los Angeles, CA 90001"
184145,Lightning Charging Cable,1,14.95,04/16/19 13:33,"253 Park St, Boston, MA 02215"
184145,USB-C Charging Cable,1,11.95,04/16/19 13:33,"253 Park St, Boston, MA 02215"
184146,Bose SoundSport Headphones,1,99.99,04/12/19 21:07,"406 West St, New York City, NY 10001"
184148,27in FHD Monitor,1,149.99,04/29/19 15:58,"583 Maple St, Dallas, TX 75001"
184149,AA Batteries (4-pack),4,3.84,04/21/19 22:20,"255 Adams St, Los Angeles, CA 90001"
184151,34in Ultrawide Monitor,1,379.99,04/13/19 13:29,"162 Walnut St, San Francisco, CA 94016"
184152,Wired Headphones,2,11.99,04/29/19 14:51,"680 Dogwood St, New York City, NY 10001"
184153,Lightning Charging Cable,1,14.95,04/27/19 14:42,"961 Willow St, Dallas, TX 75001"
184155,USB-C Charging Cable,1,11.95,04/21/19 20:00,"154 9th St, Dallas, TX 75001"
184156,20in Monitor,1,109.99,04/20/19 19:55,"559 Chestnut St, New York City, NY 10001"
184157,AA Batteries (4-pack),2,3.84,04/16/19 13:42,"599 Maple St, San Francisco, CA 94016"
184157,Bose SoundSport Headphones,1,99.99,04/16/19 13:42,"599 Maple St, San Francisco, CA 94016"
184158,AA Batteries (4-pack),1,3.84,04/14/19 12:27,"447 9th St, San Francisco, CA 94016"
184159,USB-C Charging Cable,1,11.95,04/16/19 20:28,"185 6th St, Boston, MA 02215"
184160,AAA Batteries (4-pack),1,2.99,04/22/19 17:32,"246 Dogwood St, San Francisco, CA 94016"
184162,Flatscreen TV,1,300,04/18/19 15:41,"711 Ridge St, Los Angeles, CA 90001"
184165,USB-C Charging Cable,1,11.95,04/17/19 21:34,"87 Willow St, Los Angeles, CA 90001"
184168,Bose SoundSport Headphones,1,99.99,04/16/19 17:37,"58 Meadow St, Austin, TX 73301"
184169,LG Washing Machine,1,600.0,04/27/19 20:14,"37 Church St, Los Angeles, CA 90001"
184170,Lightning Charging Cable,2,14.95,04/14/19 21:53,"542 South St, Seattle, WA 98101"
184171,27in FHD Monitor,1,149.99,04/27/19 11:04,"495 Jefferson St, Atlanta, GA 30301"
184172,Google Phone,1,600,04/26/19 14:50,"900 Wilson St, Atlanta, GA 30301"
184172,USB-C Charging Cable,1,11.95,04/26/19 14:50,"900 Wilson St, Atlanta, GA 30301"
184173,AAA Batteries (4-pack),1,2.99,04/16/19 19:49,"334 Highland St, New York City, NY 10001"
184174,Lightning Charging Cable,1,14.95,04/13/19 17:33,"658 West St, Boston, MA 02215"
184175,ThinkPad Laptop,1,999.99,04/25/19 13:29,"6 Johnson St, New York City, NY 10001"
184176,AAA Batteries (4-pack),1,2.99,04/16/19 12:47,"231 9th St, Atlanta, GA 30301"
184177,Bose SoundSport Headphones,1,99.99,04/26/19 16:30,"877 Sunset St, Boston, MA 02215"
184180,27in FHD Monitor,1,149.99,04/13/19 13:22,"380 Lakeview St, Boston, MA 02215"
184181,USB-C Charging Cable,1,11.95,04/17/19 13:22,"207 Church St, San Francisco, CA 94016"
184183,Bose SoundSport Headphones,1,99.99,04/18/19 15:31,"176 Meadow St, Atlanta, GA 30301"
184184,Apple Airpods Headphones,1,150,04/16/19 11:14,"530 Highland St, Austin, TX 73301"
184185,AAA Batteries (4-pack),1,2.99,04/22/19 11:39,"354 Sunset St, San Francisco, CA 94016"
184186,AA Batteries (4-pack),2,3.84,04/22/19 18:35,"933 Walnut St, Boston, MA 02215"
184187,Apple Airpods Headphones,1,150,04/25/19 19:09,"411 1st St, Los Angeles, CA 90001"
184189,Google Phone,1,600,04/10/19 18:44,"158 1st St, Atlanta, GA 30301"
184191,Apple Airpods Headphones,1,150,04/18/19 15:13,"338 13th St, Portland, OR 97035"
184192,Wired Headphones,1,11.99,04/13/19 16:49,"504 Pine St, San Francisco, CA 94016"
184193,27in FHD Monitor,1,149.99,04/29/19 16:48,"225 9th St, San Francisco, CA 94016"
184195,Wired Headphones,1,11.99,04/10/19 22:38,"982 12th St, Los Angeles, CA 90001"
184196,Macbook Pro Laptop,1,1700,04/17/19 22:35,"634 Ridge St, Los Angeles, CA 90001"
184197,Google Phone,1,600,04/27/19 15:22,"109 Cherry St, New York City, NY 10001"
184198,Apple Airpods Headphones,1,150,04/24/19 12:07,"579 5th St, San Francisco, CA 94016"
184199,Google Phone,1,600,04/15/19 01:27,"296 South St, Portland, OR 97035"
184200,iPhone,1,700,04/23/19 23:13,"98 Dogwood St, Atlanta, GA 30301"
184201,ThinkPad Laptop,1,999.99,04/19/19 21:13,"221 Sunset St, Austin, TX 73301"
184202,Lightning Charging Cable,1,14.95,04/12/19 06:35,"631 Sunset St, Los Angeles, CA 90001"
184205,34in Ultrawide Monitor,1,379.99,04/30/19 11:55,"122 Lakeview St, Dallas, TX 75001"
184208,USB-C Charging Cable,1,11.95,04/29/19 19:40,"739 13th St, Boston, MA 02215"
184211,Bose SoundSport Headphones,1,99.99,04/21/19 09:41,"530 Lincoln St, Boston, MA 02215"
184212,Apple Airpods Headphones,1,150,04/12/19 12:14,"778 Lake St, Boston, MA 02215"
184213,AAA Batteries (4-pack),1,2.99,04/20/19 18:02,"817 Center St, Boston, MA 02215"
184214,Apple Airpods Headphones,1,150,04/16/19 10:37,"94 14th St, San Francisco, CA 94016"
184215,AAA Batteries (4-pack),1,2.99,04/26/19 11:19,"683 Washington St, New York City, NY 10001"
184216,AAA Batteries (4-pack),1,2.99,04/30/19 18:47,"829 13th St, San Francisco, CA 94016"
184217,iPhone,1,700,04/14/19 10:55,"756 Cedar St, Austin, TX 73301"
184218,AAA Batteries (4-pack),1,2.99,04/19/19 10:09,"754 Cedar St, San Francisco, CA 94016"
184220,USB-C Charging Cable,1,11.95,04/18/19 20:02,"128 Cedar St, Austin, TX 73301"
184221,iPhone,1,700,04/20/19 09:09,"830 Ridge St, Seattle, WA 98101"
184221,Wired Headphones,1,11.99,04/20/19 09:09,"830 Ridge St, Seattle, WA 98101"
184222,Bose SoundSport Headphones,1,99.99,04/13/19 20:48,"125 14th St, Dallas, TX 75001"
184224,Apple Airpods Headphones,1,150,04/26/19 17:26,"805 Forest St, Austin, TX 73301"
184231,AA Batteries (4-pack),2,3.84,04/25/19 14:32,"323 13th St, Los Angeles, CA 90001"
184232,Lightning Charging Cable,1,14.95,04/15/19 13:51,"374 Johnson St, Los Angeles, CA 90001"
184234,AA Batteries (4-pack),2,3.84,04/19/19 21:32,"385 5th St, Atlanta, GA 30301"
184236,AAA Batteries (4-pack),2,2.99,04/11/19 12:59,"291 12th St, Los Angeles, CA 90001"
184238,USB-C Charging Cable,1,11.95,04/20/19 18:33,"47 North St, Los Angeles, CA 90001"
184239,Lightning Charging Cable,1,14.95,04/10/19 16:42,"696 8th St, San Francisco, CA 94016"
184240,USB-C Charging Cable,1,11.95,04/22/19 12:10,"793 River St, Seattle, WA 98101"
184242,AAA Batteries (4-pack),2,2.99,04/16/19 19:52,"626 Lake St, Portland, OR 97035"
184245,Apple Airpods Headphones,1,150,04/22/19 21:55,"779 12th St, San Francisco, CA 94016"
184248,AAA Batteries (4-pack),3,2.99,04/26/19 09:15,"523 2nd St, San Francisco, CA 94016"
184251,Lightning Charging Cable,1,14.95,04/22/19 17:24,"221 Pine St, Atlanta, GA 30301"
184253,USB-C Charging Cable,1,11.95,04/17/19 11:54,"34 North St, Portland, OR 97035"
184254,AAA Batteries (4-pack),3,2.99,04/17/19 22:18,"823 14th St, Boston, MA 02215"
184255,Wired Headphones,1,11.99,04/25/19 22:56,"410 Maple St, San Francisco, CA 94016"
184256,Bose SoundSport Headphones,1,99.99,04/11/19 19:21,"727 Lake St, Portland, OR 97035"
184257,Bose SoundSport Headphones,1,99.99,04/19/19 14:57,"490 Pine St, Atlanta, GA 30301"
184259,Macbook Pro Laptop,1,1700,04/27/19 18:31,"931 Lake St, Los Angeles, CA 90001"
184260,iPhone,1,700,04/10/19 10:10,"147 Lincoln St, San Francisco, CA 94016"
184261,AAA Batteries (4-pack),1,2.99,04/19/19 15:52,"860 6th St, Atlanta, GA 30301"
184263,Bose SoundSport Headphones,1,99.99,04/18/19 11:32,"31 Cedar St, San Francisco, CA 94016"
184264,Macbook Pro Laptop,1,1700,04/24/19 22:17,"325 Meadow St, Atlanta, GA 30301"
184265,Apple Airpods Headphones,1,150,04/20/19 09:21,"519 Chestnut St, San Francisco, CA 94016"
184266,AAA Batteries (4-pack),5,2.99,04/13/19 19:26,"932 Ridge St, San Francisco, CA 94016"
184267,AA Batteries (4-pack),2,3.84,04/28/19 18:06,"883 6th St, New York City, NY 10001"
184268,Vareebadd Phone,1,400,04/23/19 18:51,"155 North St, Los Angeles, CA 90001"
184270,Lightning Charging Cable,1,14.95,04/14/19 13:07,"851 Lincoln St, Seattle, WA 98101"
184271,Vareebadd Phone,1,400,04/22/19 17:27,"351 4th St, Los Angeles, CA 90001"
184272,iPhone,1,700,04/21/19 19:49,"637 Cedar St, San Francisco, CA 94016"
184272,Lightning Charging Cable,1,14.95,04/21/19 19:49,"637 Cedar St, San Francisco, CA 94016"
184273,iPhone,1,700,04/23/19 20:38,"423 4th St, Austin, TX 73301"
184277,Bose SoundSport Headphones,1,99.99,04/10/19 16:27,"179 Madison St, Atlanta, GA 30301"
184279,27in FHD Monitor,1,149.99,04/22/19 13:16,"224 River St, Boston, MA 02215"
184280,AAA Batteries (4-pack),1,2.99,04/29/19 12:46,"427 Meadow St, Los Angeles, CA 90001"
184281,iPhone,1,700,04/17/19 14:23,"345 Main St, Los Angeles, CA 90001"
184281,Apple Airpods Headphones,1,150,04/17/19 14:23,"345 Main St, Los Angeles, CA 90001"
184282,Lightning Charging Cable,1,14.95,04/24/19 22:27,"980 Ridge St, San Francisco, CA 94016"
184283,Bose SoundSport Headphones,1,99.99,04/27/19 15:35,"116 River St, New York City, NY 10001"
184284,Apple Airpods Headphones,1,150,04/17/19 21:52,"426 2nd St, Boston, MA 02215"
184285,Lightning Charging Cable,1,14.95,04/23/19 08:41,"505 Lake St, San Francisco, CA 94016"
184286,Wired Headphones,1,11.99,04/14/19 11:03,"526 Willow St, Seattle, WA 98101"
184289,AA Batteries (4-pack),1,3.84,04/28/19 12:34,"266 North St, Los Angeles, CA 90001"
184290,ThinkPad Laptop,1,999.99,04/26/19 15:22,"755 Dogwood St, Seattle, WA 98101"
184291,Wired Headphones,1,11.99,04/20/19 10:47,"554 Cherry St, Los Angeles, CA 90001"
184292,Apple Airpods Headphones,1,150,04/22/19 11:29,"192 Church St, Atlanta, GA 30301"
184293,Apple Airpods Headphones,1,150,04/26/19 12:21,"940 Lincoln St, San Francisco, CA 94016"
184294,20in Monitor,1,109.99,04/28/19 23:18,"233 5th St, San Francisco, CA 94016"
184295,USB-C Charging Cable,1,11.95,04/27/19 05:08,"644 Chestnut St, Los Angeles, CA 90001"
184298,Wired Headphones,1,11.99,04/12/19 08:35,"821 12th St, Dallas, TX 75001"
184300,Lightning Charging Cable,1,14.95,04/27/19 14:57,"316 Ridge St, Seattle, WA 98101"
184301,Wired Headphones,1,11.99,04/22/19 22:35,"34 Sunset St, San Francisco, CA 94016"
184302,AAA Batteries (4-pack),1,2.99,04/17/19 18:42,"885 Jefferson St, Dallas, TX 75001"
184305,AAA Batteries (4-pack),1,2.99,04/17/19 05:59,"260 2nd St, Seattle, WA 98101"
184306,AAA Batteries (4-pack),1,2.99,04/29/19 21:02,"724 Highland St, New York City, NY 10001"
184307,Apple Airpods Headphones,1,150,04/25/19 11:19,"882 Highland St, Portland, ME 04101"
184309,LG Dryer,1,600.0,04/25/19 08:43,"403 Johnson St, San Francisco, CA 94016"
184310,Lightning Charging Cable,1,14.95,04/25/19 16:00,"464 Madison St, New York City, NY 10001"
184312,USB-C Charging Cable,1,11.95,04/11/19 10:58,"443 Sunset St, Los Angeles, CA 90001"
184313,USB-C Charging Cable,1,11.95,04/16/19 14:04,"183 Adams St, San Francisco, CA 94016"
184315,Bose SoundSport Headphones,1,99.99,04/17/19 11:45,"261 West St, Dallas, TX 75001"
184316,Lightning Charging Cable,1,14.95,04/23/19 18:50,"837 Lakeview St, Los Angeles, CA 90001"
184317,Lightning Charging Cable,1,14.95,04/25/19 22:08,"364 Johnson St, San Francisco, CA 94016"
184319,34in Ultrawide Monitor,1,379.99,04/24/19 05:25,"73 Main St, Portland, OR 97035"
184320,Bose SoundSport Headphones,1,99.99,04/27/19 22:34,"803 Maple St, Boston, MA 02215"
184321,USB-C Charging Cable,1,11.95,04/14/19 23:19,"250 Dogwood St, San Francisco, CA 94016"
184322,AA Batteries (4-pack),1,3.84,04/13/19 20:36,"889 Forest St, Seattle, WA 98101"
184323,Lightning Charging Cable,1,14.95,04/13/19 07:26,"561 Jackson St, Austin, TX 73301"
184324,AAA Batteries (4-pack),1,2.99,04/27/19 10:02,"744 Forest St, Los Angeles, CA 90001"
184325,34in Ultrawide Monitor,1,379.99,04/13/19 23:42,"87 6th St, Los Angeles, CA 90001"
184326,Lightning Charging Cable,1,14.95,04/20/19 10:15,"827 North St, Los Angeles, CA 90001"
184328,USB-C Charging Cable,2,11.95,04/29/19 21:32,"838 Main St, Dallas, TX 75001"
184329,20in Monitor,1,109.99,04/20/19 17:57,"170 7th St, New York City, NY 10001"
184331,iPhone,1,700,04/14/19 09:43,"289 11th St, Atlanta, GA 30301"
184332,AA Batteries (4-pack),1,3.84,04/16/19 13:51,"206 Elm St, New York City, NY 10001"
184333,AAA Batteries (4-pack),2,2.99,04/11/19 22:20,"263 North St, Austin, TX 73301"
184335,AAA Batteries (4-pack),1,2.99,04/22/19 10:00,"697 Walnut St, San Francisco, CA 94016"
184336,USB-C Charging Cable,1,11.95,04/17/19 15:34,"306 Forest St, San Francisco, CA 94016"
184337,Apple Airpods Headphones,1,150,04/22/19 07:10,"107 North St, Los Angeles, CA 90001"
184338,Bose SoundSport Headphones,1,99.99,04/27/19 07:09,"314 Hickory St, San Francisco, CA 94016"
184339,iPhone,1,700,04/22/19 17:03,"185 Cherry St, Los Angeles, CA 90001"
184340,Apple Airpods Headphones,1,150,04/11/19 15:02,"824 Lincoln St, New York City, NY 10001"
